8,9502-AR3DPENE,Arena3DPlayer(Node-locked)
8,9502-AR3DPENF,Arena3DPlayer(Concurrent)
8,9502-ARBEENE,ArenaBasicEdition(Node-locked)
8,9502-ARCCENE,ArenaContactCenter(Node-locked)
8,9502-ARCCENF,ArenaContactCenter(Concurrent)
8,9502-ARCCTENE,ArenaContactCenterTemplate(Node-locked)
8,9502-ARCCTENF,ArenaContactCenterTemplate(Concurrent)
8,9502-ARESENE,ArenaEnterpriseSuite(Node-locked)
8,9502-ARESENF,ArenaEnterpriseSuite(Concurrent)
8,9502-ARES1TENF,1-YrLeaseEnterpriseSuite10User(Concurrent)
8,9502-ARES30TENF,30-DayRentalEnterpriseSuite1User(Concurrent)
8,9502-ARFAENE,ArenaFactoryAnalyzer(Node-locked)
8,9502-ARFAENF,ArenaFactoryAnalyzer(Concurrent)
8,9502-ARFA1TENF,1-YrLeaseFactoryAnalyzer10User(Concurrent)
8,9502-ARPEENE,ArenaProfessionalEdition(Node-locked)
8,9502-ARPEENF,ArenaProfessionalEdition(Concurrent)
8,9502-ARPE1TENF,1-YrLeaseProfessionalEdition10User(Concurrent)
8,9502-ARPEDLENF,ArenaEnterpriseEditionEducationalLabPackage(Concurrent)
8,9502-ARSBENE,ArenaSmallBusinessEdition(Node-locked)
8,9502-AROPTQENE,ArenaOptQuest(Node-locked)
8,9502-ARPTENE,ArenaPackagingTemplate(Node-locked)
8,9502-ARPTENF,ArenaPackagingTemplate(Concurrent)
8,9502-ARRN1ENE,ArenaRuntime(Single)
8,9502-ARRNMENF,ArenaRuntime(Multiple)
8,9502-ARRTENE,ArenaRealTime(Node-locked)
8,9502-ARRTENF,ArenaRealTime(Concurrent)
9,9355-RSLETENE,RSLinxEnterprise
9,9355-WABSNENE,RSLinxClassicSingleNode
9,9355-WABOEMENE,"RSLinxClassicOEM,CD"
9,9355-WABGWENE,"RSLinxClassicGateway,CD"
9,9326-LGXARCHENE,RSLogixArchitect
9,9324-RLM0100ENE,RSLogixMicroStarter
9,9324-RLM0800ENE,RSLogixMicroDeveloper
